Actor1Code,Actor1Name,Actor1Geo_ADM1Code,Actor2Code,Actor2Name,Actor2Geo_ADM1Code,ActionGeo_FullName,ActionGeo_ADM1Code,Year,SQLDATE
ALB,ALBANIAN,AL48,,,,"Sanxhak, Qarku i Lezhes, Albania",AL48,2001,20010609
IRQ,KIRKUK,IZ05,,,,"Zhala, As Sulaymaniyah, Iraq",IZ05,2001,20011226
IRQGOV,IRAQI,IZ13,,,,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20010807
MIL,ARMY,MK00,,,,"Istok, Macedonia (general), Macedonia",MK00,2001,20011106
CVL,POPULATION,RB00,ALB,ALBANIAN,AL,"Belgrade, Serbia (general),",RB00,2001,20010304
MKD,MACEDONIAN,MK,MKDEDU,MACEDONIA,MK,Albania,AL,2001,20010608
HRV,CROAT,RB,,,,Croatia,HR,2001,20010929
IRQGOV,IRAQI,IZ05,kur,KURD,IZ05,"Bakrajo, As Sulaymaniyah, Iraq",IZ05,2001,20011220
GOV,PRESIDENT,NL07,MOS,MUSLIM,HR,Croatia,HR,2001,20010905
SCGSRB,SERBIA,RI00,,,,"Presevo, , Serbia",RI00,2001,20010828
MOS,MUSLIM,TU00,TURCVL,TURKISH,TU00,"Eastern Thrace, Turkey (general), Turkey",TU00,2001,20010103
,,,GOV,MAYOR,BK02,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010323
ARM,ARMENIAN,AM,AZE,AZERBAIJANI,AJ00,Armenia,AM,2001,20010316
USA,UNITED STATES,US,IGOWSTNAT,NATO,US,United States,US,2001,20010615
GOV,GOVERNMENT,BK02,,,,"Trnopolje, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010715
UIS,THE INTERNATIONAL COMMUNITY,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010320
srp,SERBS,NL11,NLD,THE HAGUE,NL11,"The Hague, Zuid-Holland, Netherlands",NL11,2001,20010105
ALBRAD,ALBANIAN,RB00,MKD,MACEDONIA,MK00,"Belgrade, Serbia (general),",RB00,2001,20010219
MIL,ARMY,AL,,,,Albania,AL,2001,20010307
TUR,TURKISH,GR,CYP,CYPRIOT,GR,Greece,GR,2001,20010715
SCGSRB,SERBIA,HR,,,,Croatia,HR,2001,20010528
ISR,ISRAEL,IS,PSE,GAZA,GZ,Gaza Strip,GZ,2001,20011018
UIS,THE INTERNATIONAL COMMUNITY,RB,,,,,RB,2001,20010320
AZE,AZERBAIJANI,BO00,,,,"Yerevan, Yerevan*, Armenia",AM11,2001,20010713
UAF,TERRORIST,KS11,,,,"Seoul, Soul-t'ukpyolsi, South Korea",KS11,2001,20011109
MKD,MACEDONIAN,MK00,MED,SPOKESMAN,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010725
ALB,ALBANIAN,AL,IGOUNOHRIHCHJUD,LOUISE ARBOUR,AL,Albania,AL,2001,20010701
MIL,MILITARY,RI,ALB,ALBANIAN,RI,Serbia,RI,2001,20010414
CRMJUD,CRIMINAL,YI,,,,,YI,2001,20010626
HRV,CROATIA,MK06,,,,"Bitola, Bitola, Macedonia",MK06,2001,20010921
GRC,GREEK,GR,TUR,TURKISH,CY,Cyprus,CY,2001,20010322
ARM,ARMENIA,AM11,,,,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010702
MKD,MACEDONIAN,MK00,ALB,ALBANIAN,AL,Albania,AL,2001,20010727
NGALEG,NIGERIA,NI26,NGACVL,NIGERIA,NI00,"Benue, Nigeria (general), Nigeria",NI00,2001,20011026
RUS,RUSSIA,RSCI,CVL,VILLAGE,RSJA,"Sernovodsk, RSJA, Russia",RSJA,2001,20010713
AZE,AZERBAIJAN,AJ09,,,,"Washington, District of Columbia, United States",USDC,2001,20010702
NLD,THE HAGUE,BK02,COP,PRISON,BK02,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010731
zap,ZAPOTEC,MX25,CVL,ETHNIC GROUP,MX31,"San Mateo, YucatáMX, Mexico",MX31,2001,20010227
MOS,ISLAM,PK05,,,,"Kathwari, Sindh, Pakistan",PK05,2001,20010808
srp,SERBS,RB00,HRV,CROATIA,HR21,"Belgrade, Serbia (general),",RB00,2001,20010301
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010318
srp,SERBS,RB,NLD,THE HAGUE,NL11,,RB,2001,20010105
UIS,THE INTERNATIONAL COMMUNITY,RI,,,,Serbia,RI,2001,20010414
PSE,PALESTINIAN,EG11,EGY,EGYPT,EG11,Israel,IS,2001,20010711
JEW,JEWISH,IS00,CVL,POPULATION,US,United States,US,2001,20010810
IRQ,KIRKUK,IS00,,,,"Mandali, DiyaláZ, Iraq",IZ10,2001,20011226
IRQ,IRAQI,IZ05,,,,"Bakrajo, As Sulaymaniyah, Iraq",IZ05,2001,20011220
UISLEG,THE INTERNATIONAL COMMUNITY,MK00,MKD,MACEDONIAN,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20011211
MEX,MEXICO,MX11,AGR,FARMER,MX11,"Leon, Guanajuato, Mexico",MX11,2001,20010814
SCGSRB,SERBIA,RI00,,,,"Presheve, , Serbia",RI00,2001,20010104
MED,JOURNALIST,HR,,,,Croatia,HR,2001,20010817
IRQ,KIRKUK,ID,,,,Indonesia,ID,2001,20011102
HRVJUD,CROATIAN,RB,HRVCVL,CROATIA,HR21,,RB,2001,20010504
GOVHRI,HUMAN RIGHTS COMMISSION,ID13,MCOELI,ALBERT,ID13,"Sampit, Kalimantan Tengah, Indonesia",ID13,2001,20010224
ALB,ALBANIAN,AL,srp,SERBS,RB00,"Belgrade, Serbia (general),",RB00,2001,20010221
GOV,AUTHORITIES,ID00,IDN,INDONESIAN,ID00,"Madura, Indonesia (general), Indonesia",ID00,2001,20010228
day,DAYAK,ID04,mad,MADURESE,ID04,"Jakarta, Jakarta Raya, Indonesia",ID04,2001,20010309
zap,ZAPOTEC,MX31,CVL,ETHNIC GROUP,MX31,"San Mateo, YucatáMX, Mexico",MX31,2001,20010227
srp,SERBS,SZ07,,,,Croatia,HR,2001,20011003
HRV,CROATIA,HR,MOS,MUSLIM,HR,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011012
IRQ,IRAQ,IZ05,IRN,KURDISTAN,IZ05,"Surdash, As Sulaymaniyah, Iraq",IZ05,2001,20010328
IRQ,KIRKUK,IZ10,,,,"Khanaqin, DiyaláZ, Iraq",IZ10,2001,20011226
HRV,CROATIA,RB,,,,,RB,2001,20010706
IRQGOV,IRAQI,IZ05,kur,KURD,IZ05,"Darband-I Khan, As Sulaymaniyah, Iraq",IZ05,2001,20010731
MIL,MILITARY,RB00,MOS,MUSLIM,HR12,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20010705
RUSCVL,RUSSIA,RSCI,CVL,VILLAGE,RSCI,"Sernovodsk, RSJA, Russia",RSJA,2001,20010713
